document,연번,소재지,업태,업종,전화번호,업소명,category,source_file,카페명,경도,순번,위도,상세페이지 링크,주소,음식점명,제목,상세정보,링크,설명,이름,특칭,대주제,중주제,소주제,읍면,경로당명,주 소,설치일자,작품분류,작품명,건축물위치(미술작품 설치장소),체육시설명,시설위치,세부용도,사용승인일,지상,연면적합계(제곱미터),구분,세대수,아파트 단지명,위 치(도로명 주소),동수,지하,건축면적(제곱미터),시군구,시도,사대수,부지면적(제곱미터),소유기관,거리(미터),연면적(제곱미터),면적(제곱미터),사대폭(미터),시설명,관리주체,영업자,설치연도,설치 업체명,시군명,데이터 보관 관리 방식,미세먼지 및 오존 농도값 표출 방식,설치 장소,의료기관종별,의료기관주소(도로명),의료기관전화번호,의료기관명,사무소전화번호,중개업소명,사무소주소(도로명),등록번호,충전소명,이용가능종료시각,충전소위치상세,소재지도로명주소,이용가능시작시각,시도명,관리업체명,관리업체전화번호,충전요금(킬로그램당),참고사항,소재지지번주소,비고,휴점일,시군구명,행정동,관리단체,설치장소,소재지전화,업종명,영업소 주소(도로명),읍면별,인구수,여,남,단체대표,회원수,단체명,기관명,프로그램명,모집정원,상호,시설소재지(주소),현원(명),정원(명),연락처,잡종지_지번수,하천_면적,과수원_지번수,철도용지_지번수,목장용지_지번수,답_면적,도로_면적,철도용지_면적,체육용지_지번수,유지_면적,구거_지번수,유지_지번수,종교용지_지번수,주차장_면적,대_면적,공원_지번수,제방_지번수,주차장_지번수,도로_지번수,사적지_지번수,묘지_면적,공원_면적,과수원_면적,목장용지_면적,광천지_지번수,창고용지_면적,임야_면적,수도용지_면적,하천_지번수,체육용지_면적,양어장_지번수,주유소용지_면적,전_면적,광천지_면적,주유소용지_지번수,염전_면적,유원지_지번수,공장용지_면적,학교용지_지번수,학교용지_면적,전_지번수,묘지_지번수,종교용지_면적,사적지_면적,구거_면적,잡종지_면적,염전_지번수,임야_지번수,공장용지_지번수,토지소재지,양어장_면적,대_지번수,답_지번수,제방_면적,창고용지_지번수,수도용지_지번수,유원지_면적,1일 평균 이용자수,마을회관명,재질,입수연유,명칭,소장구분,소장품번호,주수량,국적_시대,교육시간,과정명,접수기간,교육기간,교육일수,교육장소,교육일
위화도회군을 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02189.web?amode=view&idx=2189,"선생은 고려말의 인물로 이성계 조민수와 함께 요동을 공격할 적에 좌중군(左中軍)에 임명된다.
위화도(威化島)에 이르러 의논이 회군쪽으로 기울자 그는 ""변방의 국가가 상국(上國)을 범(犯)하는 것은 옳은 일이 못되나 임금의 명(命)을 듣지 않고 회군하는 것은 더욱 옳지 않다""고 말하고 낙향하여 문을 닫아 걸고 두문불출하였다.
조선이 건국되어 태조 이성계가 여러번 불렀으나 관직에 나아가지 않자 특명으로 집앞에 하마비를 세우도록 하였다. 뒤에 충현사(忠賢祠)를 세워 향사(享祀)하였다.",위화도회군을,위화도회군을 반대한 조순 장군 (？∼1398),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
서원의 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02190.web?amode=view&idx=2190,"1495년(연산군1)에서 1554년(명종9)의 사람으로 자(字)는 경유(景游), 호(號)는 신재(愼齋), 남고(南皐), 무릉도인(武陵道人)이고, 본관(本貫)은 상주(尙州)이다. 용양위 부사과(副司果)로서 이조참판에 증직된 문보의 아들로 태어났다.
6세에 소학(小學)에 능통했고 10세에 사서(四書)를 모두 읽었고 말을 하면 모든 사람들이 놀랄 정도로 총명하였다. 1522년(중종17) 생원시(生員試)에 합격하고, 이해 겨울에 별시문과(別試文科)에 급제하여 승문원에 들었고, 1524년에 정자(正字)가 되었다가 사가(賜暇)를 받아 호당(湖堂, 일명 讀書堂)에 들어 공부하고 예문관 검열(檢閱)에 피선 되었으며 홍문관 정자에 옮겨져 수성잠(守成箴)을 지어 올렸고 이내 저작으로 옮겨졌다. 1527년에 박사(博士)로서 부수찬(副修撰)에 올랐다.
겨울에 큰 우뢰 소리가 있음에 옛 일을 상고하라는 명령을 받고 시전(詩傳)의 시월편을 써 올렸는데 그 때에 김안로(金安老)가 모사(謀事)하며 배척하여 강원도도사(江原道都事)에 좌천되었다.",서원의,서원의 창시자 주세붕 (1495~1554),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
생육신 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02191.web?amode=view&idx=2191,"1420년(세종2)에서 1489(성종20)년까지의 사람으로 생육신(生六臣)의 한 사람이다. 자는 주옹(主翁)이고, 호는 어계은자(漁溪隱者)이다. 함안(咸安)사람으로 태어나서부터 재주가 뛰어나고 인품이 출중하여 두각이 뚜렷하게 나타났다. 사람마다 훌륭하게 될 그릇이라고 칭찬이 자자하였다. 글공부에 남달리 힘쓰고 그 공부의 요령이 대의를 통투(通透)하는데 힘쓰고 헛되게 뜻모르고 암송하는 버릇을 따르지 않았으며, 미사여구(美辭麗句)를 따서 짓는 모방적인 습성을 배격하였다.
1453년(단종1)에 성균관 진사시험에 합격하였다가 당시 학계의 유종(儒宗)으로 이름높은 형조판서 김 종직(金宗直)의 시험관 밑에 응시하여 장래가 촉망되었으나 세조가 왕위를 찬탈(簒奪)하자 그 불의(不義)에 항거하였다. 조 려(趙旅)는 어느날 문생(文生)과 작별하고 함안(咸安)에 돌아온 후 과거에 뜻을 두지 않고 두문불출(杜門不出)하고 말았는데 그의 시문(詩文)에도 김 시습의 시문에서 보는 바와 같이 고사리를 뜯어 먹으면서 은둔생활(隱遁生活)을 하겠다는 의미의 구절이 포함되어 있다.
1455(단종3)에 왕위선양이 있은 후로는 스스로 어계처사(漁溪處士)라 하고 산수간에 상양하면서 살았다. 그리하여 그는 백이산(伯夷山)과 약간 떨어져 있는 정암산(鼎岩山) 부근에다 몸담을 데를 만들어 놓고 독서와 낚시로 여생을 보내었다.
이조 정조 5년(1781)에 이르러 정조는 그의 정충(精忠)과 고절(高節)에 감격하여 그에게 이조판서란 벼슬과 정절공(靖節公)이란 시호(諡號)를 내려 그의 충혼(忠魂)과 의백(義魄)을 위로하였다.
그런데 세조는 단종을 강봉(降封)하여 노산군으로 한 후 그를 강원도 영월에 안치해 놓고 청령포에서 배타는 것까지 엄금하였는데 이것은 영월과의 교통을 두절시키기 위함이었다.
1699년(숙종25)에 단종의 왕위가 복위되자 이조참판을 추증(追贈)하고 백이산(伯夷山)아래에 사당을 건립하여 생육신의 한 사람으로 배향되었다. 이 사당을 서산학원(西山學院)이라 사호(賜號)하였다.",생육신,생육신 조려 (1420~1489),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
여말 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02192.web?amode=view&idx=2192,"선생의 호(號)는 모은(茅隱)이고 본관(本貫)은 재령(載寧)이다. 어려서부터 뜻이 크고 뛰어난 기개(氣槪)가 있어서 세속에 구속을 받지 않았으며 일찍이 포은 정 몽주(圃隱 鄭夢周), 목은 이색(牧隱 李穡) 두 선생의 문하에 종유(從遊)하면서 의리의 학문에 독실하여 당시의 학자들로부터 존경을 받게 되었다.
공양왕때 성균관 진사시에 합격하니 포은(圃隱)선생께서 벼슬하기를 권고했으나 시기가 적합하지 못하다 하여 사양하였다.
고려가 망하자 여러 현인(賢人)들과 함게 송도교외의 두문동(杜門洞)으로 들어가서 망복수의(罔僕守義)의 결의를 표명하고는 남쪽으로 내려와서 함안의 모곡에 복지(卜地)를 정하여 은거(隱居)하였다.
그는 자신이 끝까지 고려유민임을 나타내기 위하여 복거지의 주위에 담을 쌓아 이 담밖은 신왕조(新王朝) 조선(朝鮮)의 영토이지만 담 안은 고려유민 즉 고려동(高麗洞)임을 명시하였다.
후에 3대(三代) 태종(太宗)이 여러번 출사(出仕)할 것을 바랬으나 끝내 나가지 않았다.
그는 아들에게 경계하기를 「너 또한 고려왕조(高麗王朝)의 유민(遺民)이니 어찌 신왕조(新王朝)에 벼슬할 수 있겠는가 내가 죽은 후에라도 절대 신왕조(新王朝)에서 내려주는 관명은 사용하지 말고 또 나의 신주(神主)도 이곳 고려동(高麗洞) 담안을 떠나 다른 곳으로 옮겨서는 안될 것이다.」라고 하였다. 그의 유언에 따라 사후(死後) 묘비(墓碑)에는 글 한자 없는 백비(白碑)를 세웠다.
1796년(정조20) 경남 합천군 가회면 둔내리 운구서원(雲衢書院)에 홍재(洪載), 조열(趙恱)과 함께 봉안되었다.",여말,여말 충신 이오,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
청백명관 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02193.web?amode=view&idx=2193,"호는 동산(東山)이며, 삼중대광(三重大匡) 광평군(廣平君) 이능(李能)의 5세손(五世孫)으로 태조 7년(1398)에 금산(金山)하노(賀老)에서 태어났다.
어려서 부터 학문에 열중하고 무예에 출중하였으며 달리는 말을 잡을 수 있었다. 세종(世宗)때 무과(武科)에 올라 사복시직장 군기부정(司僕侍直長軍器副正)을 거쳐 거제현감(巨濟縣監)에 임명(任命)되어 왜구의 침입에 대비하여 성(城)을 쌓고 변비(邊備)를 튼튼히 했다.
그후 보성(寶城), 경산(慶山)고을을 맡아 청백명관(淸白名官)으로 알려져 첨지중추부사에 임명되었다.
그 사람됨으로 임금 친필의 ""무용청개(武勇淸介)""의 액자를 하사(下賜) 받았다. 그 후 여러 요직(要職)을 거쳐 병조판서겸 오위도총부도총관지중추부사에 올랐다.
단종(端宗)때 국정이 불안해지자 노모(老母)의 봉양(奉養)을 애걸하여 경주부윤(慶州府尹)으로 나갔다가 좌병사를 거쳐 행효(行孝)로 경상좌도처치사(慶尙左道處置使)의 직책을 맡았다.
소(疎)를 여러번 올려 영해-하동에 걸친 20여주(州)에 대한 방비(防備)를 강화하도록 하였고 여러주에 축성(築城)토록하여 외적이 감히 침범치 못하도록 하였다. 만년(晩年)에 고향에 돌아와 하세하였으며, 정무(靖武)의 시호(諡號)가 내려졌다.",청백명관,청백명관 이호성 (1397~1467),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충간으로 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02194.web?amode=view&idx=2194,"자는 자임(子任)이며, 윤지(尹志)의 질(姪)이다. 성종(成宗)때 과거(科擧)에 급제하여 절성군수(浙城郡守), 순천군수(順天郡守))를 거쳐 홍문관직제학지제교겸 경연대강관 춘추관 편수관(弘文館直提學知製敎兼經筵待講官春秋館編修官)을 지냈다.
연산군(燕山君)때 임금의 잘못을 간(諫)하다가 강음(江陰)으로 귀양가 일생을 마쳤다. 중종반정(中宗反正) 후 도승지(都承旨)로 증직(贈職)되고 선조(宣祖)때 청백리(淸白吏)에 선록(選錄)되었다.",충간으로,충간으로 일생을 마친 윤석보 (?~1505),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
우국충절의 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02195.web?amode=view&idx=2195,"국난을 당하여 자신을 돌보지 않고 분연히 일어서 충절을 다한 인물이 얼마나 되겠는가, 우리는 역사상 나라가 위태로웠을 때 창의하여 국난을 이겨낸 인물들을 몇몇 기억할 수 있을 것이다. 그들의 생애를 돌아보면 누구하나 자신을 몰각하고 강개한 기개로서 일어서지 않은 사람이 없었다. 더욱이 초야에 있는 사람으로서 구국의 길을 택했던 경우를 볼 때 다시 한번 고개 숙여진다. 선생의 성은 박씨요 이름은 진영(震英) 자는 실재(實載) 호는 광서(匡西) 본관은 밀양이다. 아버지 오(旿)는 호가 동천(桐川)으로 뒤에 형조판서에 증직되며 여양서원에 배향되었다. 어머니 재령 이씨는 부제학을 지냈던 이 중현의 증손이요 현감을 지냈던 이경성의 딸이다.
선생은 선조 2년(1569) 11월 19일에 함안군 검암촌에서 출생하여 태어나면서부터 기개와 행동이 범인과 달랐다. 일찍이 한강(寒岡) 정구(鄭逑)선생 문하에서 수학하여 그의 학문과 덕행이 두드러졌다. 임진년 왜란이 일어났을 때 고향에서 창의하여 공훈을 세우니 그로 인해 군자감 참봉에 임명되었고 뒤에 권률장군휘하의 장군으로 있으면서 활약하다가 선조27년(1594)부친상을 당하며 고향으로 돌아가 장례를 치루고 다시 조명에 의해 원수부에 나아가 적을 맞아 싸웠다.
왜란이 끝나고 공신을 책봉할 적에 선생은 선무원종 2등공신에 녹훈(錄勳)되고 선조 32년(1599)에는 용궁현감에 임명되었다. 선조 34년(1601) 벼슬을 버리고 낙향하여 선조38년(1605) 왕명으로 경원판관(慶源判官)에 임명되었으나 병을 칭하고 관직에 나아가지 않았다. 이동안에 선생은 정 한강(鄭寒岡) 장려헌(張旅軒) 곽망우당(郭忘憂堂) 등 여러 선생과 함께 낙강에서 뱃놀이하며 시문을 짓고 학문을 궁구하기도 했다. 이 모임에는 30여명의 명현이 모여 그뒤 기락편방(祈洛編芳)이라는 사적이 간행되어 세상에 전한다.
선조 41년(1608)에 의주통판(義州通判)이 되었다가 광해군 6년(1614) 경흥도호부사에 임명되었다. 광해군 9년(1617)왕이 폐모(廢母)했다는 소식을 듣고 울분을 참지 못하여 벼슬을 버리고 낙향하려 했으나 조정의 압력으로 뜻을 이루지 못하고 폐모반대를 하던 백사 이 항복이 북청의 적소에서 별세했다는 소식을 듣고는 남의 눈을 개의치 않고 미포(米布)와 장구(葬具)를 갖추고 가서 장례를 치뤘다.
광해군 11년(1619)에 통정대부(通政大夫)에 올라 순천군수겸 관우수어사가 되어서는 향교를 중수하고 강당을 열어 유생들을 강학(講學)케 하고 상벌을 엄하게 하는 등 사습을 바르게 하는 치적을 쌓았다. 광해군 12년(1620)에 전라도 병마절도사에 임명되었으나 당시 청의 세력이 밀어닥치므로 서방이 동요하여 선생을 다시 순천군수에 유임시켰다.
인조 2년(1624) 이괄(李适)이 반정공신책봉에 불만을 품고 영변에서 반란을 일으켰다. 난이 일어나자 선생은 도원수(都元帥) 장만(張晩) 의 진영으로 달려가 우협대장(右脇大將)이 되어 두 아들과 함께 난의 진압에 전력을 기울였다. 선생은 과감한 계책으로 난을 진압하는 데에 성공하였고 논공행상(論功行賞)이 있자 두 아들과 함께 진무일등공신에 책봉되어 가선대부(嘉善大夫)에 올라 황해도 방어사가 된다. 선생은 논공이 못마땅하였지만 누구도 원망하지 않고 임지에 부임하여 1년을 지내다가 분연히 벼슬을 버리고 고향으로 돌아와 버리고 만다. 그 뒤 인조 4년(1626)판서 김 시양이 이괄의 난을 진압할 때 선생의 공훈을 왕에게 아뢰니 병조참판(兵曹參判)을 제수했으나 일시 조정에 나아갔다가 병을 칭하여 향리에 돌아오고 말았다.
이해 3월부터 선생은 두문불출하여 독서에만 전념하였다.인조 7년(1629) 조정에서는 김시양(金時讓)을 보내어 다시 출사하도록 권유해 보았으나 선생은 ""내 본시 재덕이 없는 자로서 국은(國恩)을 깊이 입어 직위가 2품에 이르고 영화가 3세에 이르렀으니 신자의 분에 넘치는 지라 이제 이미 늙었고 또 병들었으니 나라일에 무슨 도움이 되겠는가""라고 하면서 사양하고 조정을 찾지 않았다.
인조 14년(1636) 12월 청병이 압록강을 넘어 국토를 유린하고 왕은 남한산성으로 피신했다는 소식을 듣고 선생은 70고령에도 불구하고 관찰사 심연에게 달려가 근왕병(勤王兵)을 일으킬 것을 요구했으나 뜻을 이루지 못하여 단신으로 남한산성을 향하여 달려 갔다. 다음해 정월 선생이 조령(鳥嶺)을 넘어섰을 때 적에게 항복하고 치욕스러운 화의가 맺어졌다는 소식을 듣고서는 울분을 참지 못하여 ""임금이 오랑케놈에게 항복하고 동방수천리가 금수의 지역이 되었으니 무슨 낯으로 천일을 우러러 보랴""고 목놓아 울부짖고 기절하였다.
선생은 이후 근심으로 나날을 보내다가 인조 19년(1641) 11월 29일에 별세하시니 향년이 73세 였다. 돌아가신 뒤 인조22년(1644)에 자헌대부 호조판서겸 지의금부사(資憲大夫戶曹判書兼知義禁府事)가 증직되었고 동27년(1649)에는 숭정대부판돈녕부사 겸판의금부사 오위도총부도총관에 추배되었다. 영조 35년(1759) 사림이 도계서원을 세워 향사하였고 정조 22년(1798)존주록에 등재되었으며 고종 17년(1880) 삼황대보단에 배향되었다.",우국충절의,우국충절의 용장 박진영 (1569~1641),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
충간으로 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02196.web?amode=view&idx=2196,"조선조(朝鮮朝) 오백년 동안에 있어서 정치적으로 가장 어려웠던 연산조때 충간(忠諫)으로 일생을 마친 매헌(梅軒) 이 인형(李仁亨)은 본관(本貫)이 함안(咸安)이다.
그는 대사성(大司成) 이 미(李美)의 큰아들로 1436년(세종18)에 함안(咸安)에서 태어나 11세 되던 해에 진양군 진성면 월아산록 가좌촌으로 이주하고 부친이 지방 자제 교육을 위해 지은 육영제(育英齊)에서 수학하였는데 어릴적부터 남달리 총명하고 학문에 열중하였으며 의(義)로운 일에 앞장서고 협력하는 인자한 성품의 소유자였다. 그는 20세에 진사(進士)에 합격하고 33세에 문과에 장원급제하였으며, 내직으로 교리(校理) 응교(應敎)를 거쳐 대사간(大司諫) 대사헌(大司憲) 등의 요직을 역임하였고 연산군 5년에는 정조사(正朝使)로 중국 명나라에 가서 외교 활동도 하였다.
연산군 원년 12월 3일에 사간원(司諫院) 대사간(大司諫)으로 임명되었는데, 당시 영남의 사림 출신으로서 대개 연소기예(年少氣銳)하여 대간(臺諫) 홍문관(弘文館)에 직을 맡았으며 진보적 사고를 갖고 보수적인 중앙 기성 벌열세력(閥閱勢力)을 소인 속배(俗輩)라 공격하다보니 정치적 알력이 생겨 대옥사(大獄事)가 일어났고 또 연산군은 그 유래를 찾을 수 없을 정도의 교자(驕恣)와 황음(荒淫)을 일삼아 문신의 직간(直諫)을 기피하려 하는데도 이 인형은 그의 지조(志操)를 굽히지 않고 충간으로 일생을 마치었다.
그는 연산군의 실정을 바로잡기 위해서 21회에 걸쳐 직간하였다. 연산군 2년 정월에 유점사와 낙산사에 소금을 공급하는 일에 대하여 대사간으로서 차자(箚子:간단한 서식의 상소문)로 간(諫)하기를 「대저 일에는 대소와 경중이 있는데 임금은 그 대소 경중(大小輕重)의 적의를 잘 살펴서 때에 맞추어 거조(擧措)하여야 합니다. 땅을 개간하여 이랑을 만들고 바닷물을 달여서 소금을 만드는 것입니다. 소금 고는 괴로움이 농상(農商)보다 고되므로 비록 국용(國用)만으로도 소민(小民)이 오히려 원망하옵는데 하물며 저 승도(僧徒)에게 공급함이라까? 승도는 부역을 벗어나서 놀고 먹으며 태평세대의 한민(閒民)이 되었으니 은혜를 입은 것이 이미 두터운데 하물며 백성을 여위게 하여 그들을 살찌게 함이리까? 무릇 폐단을 제거하고 백성을 편안히 하는 것과 함부로 소비하여 중을 구휼하는 것이 어느 것이 크고 어느 것이 작은 일입니까? 승도에게 그릇된 은혜를 베풀기 위하여 백성으로 하여금 못살고 떠돌게 한다면 작은 것을 기르다 큰 것을 잃는 셈이 되지 않습니까?...」(조선왕조실록 연산군 일기 2년 1월)라고 간하였으나 연산군은 듣지 않았다.
위의 차자(箚子)에서 그의 정치사상(政治思想)을 엿볼 수 있는데, 그는 백성의 고됨과 심정을 이해하고 폭정과 교자(驕恣)한 정치로 기울어져 가는 연산군을 올바른 군주로 인도하려 하였다. 연산군 3년 8월 29일에 이 인형은 전라도 관찰사로 임명되었으며, 그가 금산태수(金山太守)로 있을 때 개령(開寧)사람이 밭을 갈다가 돌부처를 얻었는데 눈, 코, 입, 귀가 다 없어진 채 밭두렁에 놓아 두었다. 우연히 천식을 앓는 사람이 절을 하였더니 병이 약간 덜한 것 같았다. 이에 영험하다하여 남녀가 좋은 천과 향촉을 가지고 찾아오는 사람이 밤낮으로 끊임이 없었으며, 중도 내왕한다는 말을 듣고 포졸을 보내어 잡아다가 쫓아버렸다. 점 필재(점 畢齊)가 시(詩)로써 태수를 치하하고 스스로 주석하기를「요골(妖骨)을 잡아 내쫓고 지전(紙錢)을 불살라 버려 어리석은 백성들로 하여금 밝게 그 잘못을 알게 하였으니 참으로 세상에 드문 기특한 일이다.」(대동야승 해동잡록Ⅰ)라고 하였다. 이와 같이 공의 관직 생활은 항상 보국제민(輔國濟民)의 단충(丹衷)으로 내직에 있어서는 충간(忠諫)을, 외직에 있어서는 해이된 사회기강을 바로 잡고 백성의 신고(辛苦)를 덜게하는 안민위주(安民爲主)의 선정(善政)을 베풀었다. 그러나 연산군의 실정을 충간으로는 불가함을 직시(直視)하고 연산군 9년 벼슬을 버리고 낙향하여 향년 68세를 일기로 별세하였다.
연산군 10년 갑자사화(甲子士禍)가 일어나니 무오사화(戊午士禍)때 죄없이 죽어가는 선비들을 구하고자 수 많은 직간 상소를 올린 수창자(首唱者)라 하여 삭탈관직(削奪官職)에 부관참시(剖棺斬屍)의 극형을 당하였다. 그러나 중종반정(中宗反正)이후 신원복관(伸寃復官)의 국령(國令)이 내리어 4년간의 고공(藁空)한 영구(靈柩)를 거두어 고향땅에 개장(改葬)하고 예조판서(禮曹判書)의 증직(贈職)이 내려졌다.",충간으로,충간으로 일생을 바친 이인형 (1436~1497),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
용비어천가 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02197.web?amode=view&idx=2197,"자는 만종(萬從), 호는 구천(龜川)이며, 태종(太宗)5년(1405) 함안(咸安) 안인(安仁)에서 태어났다.
어릴때부터 학문에 열중하였으며 세종(世宗)때 생원(生員)을 거쳐 문과(文科)에 올라 검열(檢閱)의 직을 거쳐 집현전 교리(集賢殿 校理)가 되었다.
집현전응교(集賢殿應敎)로 춘추관기주관(春秋館記註官)이 되어 용비어천가(龍飛御天歌)를 짓는데 참여하였으며, 문종(文宗)때 집의(執義)를 거쳐 대사성(大司成)을 역임하였으며 세조(世祖)에 이르러 이(吏), 호(戶), 형(刑), 공조(工曹) 참판(參判)을 거치면서 부군당(府君堂)을 폐지시켰으며 사헌부 대사헌(司憲府大司憲)에 올랐다.
성종(成宗)때는 판중추부사(判中樞府事)를 지낸 후 퇴관(退官)했다.
사후(死後)에 문효공(文孝公)의 시호(諡號)가 내려졌으며 순충적덕보조공신 대광보국승록대부 의정부영의정 함종부원군(純忠積德補祚功臣 大匡補國崇祿大夫 議政府領議政 咸從府院君)으로 추증(追贈)되었다.",용비어천가,용비어천가 짓는데 참여한 어효첨 (1405~1475),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
세 (persons.csv),,,,,,,persons.csv,persons.csv,,,,,,,,,,https://www.haman.go.kr/01834/01862/02198.web?amode=view&idx=2198,"본관은 칠원(漆原)이며 시호는 충효(忠孝)공이다. 고려말기의 대신으로 출생연월일은 알 수 없으나 충의공 길보(吉甫)의 아들로서 충혜, 충숙, 충목, 충정, 공민, 우왕조에 벼슬에 나아가 세 번 정승을 지낸 후 1386년에 돌아가셨다.
충숙왕때 무관을 호군(護軍)이 되었고 충혜왕 때 대언(代言)을 지냈다. 1332년(충숙왕 복위1)충숙왕이 원나라에 있으면서 복위할 때 일어난 당옥(黨獄)에 연루되어, 해도(海島)에 유배되었으나 원나라로 망명했다.
1340년 충혜왕이 복위되자 동지밀직사가 되어 조정에 들어갔으며, 원나라로부터 행성원외랑(行省員外郞)의 관직을 받았다. 또 조적의 난 때 충혜왕을 시종한 공으로, 1342년 수성양절보리공신(輸誠亮節甫理功臣)에 책록되고, 1349년(충정왕 1) 칠원부원군(漆原府院君)에 봉해졌다.
1354년(공민왕 3) 찬성사(贊成事), 1356년 좌정승을 지냈으며 1360년 칠원후(漆原侯)의 작위을 받았다. 문하시중에 올랐다가 한 때 귀양을 갔으며 뒤에 칠원백(漆原伯)의 봉작을 받고 1371년 다시 문하시중이 되어 감춘추관사를 겸임했다. 우왕 때인 1380년 다시 문하시중에 올랐다.
동국여지승람(東國與地勝覽)에 「일찌기 칠원으로 돌아가기를 청하여 유동(柳洞)에 살았다. 그 해에 큰 흉년이 들어서 사람이 서로 잡아먹을 형편이었다. 환이 자기의 재물을 흩어서 구제하고 가난한 백성이 꾸어간 재물에 대한 문서를 모두 불살라버렸다. 그 때 한창 가물었는데 환의 밭에서 갑자기 물이 솟아나서 남의 밭까지 젖어들어 큰 풍년이 들었다. 이에 경상도 백성이 칭송해 마지않았다」고 했다.",세,세 번 정승을 지낸 충효공 윤환(尹桓) (?~1386),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
